kind,address,name,type,owner,other_names,notes
global,DS:008A,herc_mode,u16,platform,g_hercules,"herc argv flag | 1 when Hercules selected; written by main; read by main, 0x098C"
global,DS:00CC,pal_game,u8[17],platform,PALETTE_EGA,int10 AX=1002h table | Game palette (see ega_palettes.json); written by const; read by 0x4D84 via main
global,DS:00DE,LAUNCH_PASSWORD,char[21],game_flow,,94857102387604294775
global,DS:0118,g_introArchive,far ptr,game_flow,,ACCOLADE then TESTDRV archive
global,DS:029E,STAGE_SCORE_FACTOR,int16[5],game_flow,,{4 5 6 7 8}
global,DS:02A8,STAGE_PAR_TIME,int16[5],game_flow,,{98 134 131 123 153}
global,DS:02B2,STAGE_CONST_B,int16[5],game_flow,,{250 233 291 333 375}; unused copy
global,DS:077A,MSG_TABLES,near char*[33],game_flow,,results message tables 077A..07BA
global,DS:07BC,GAS_SIGN_NAMES,near char*[4],game_flow,,don john kevn tony
global,DS:0890,road_buf_desc,far ptr,platform,,"40×112×3-plane road view buffer (+0894 header ptr, +0898 rowtab); written by 0x4792; read by scene_render | target descriptor of road buffer"
global,DS:0894,road_buf_sprite,far ptr,scene_render,,sprite header of road buffer
global,DS:0898,road_buf_rowtab,u16,scene_render,,CS offset of row table
global,DS:089A,buf_desc_b,far ptr,platform,inst_buf_desc,Buffer sized from sprite DS:13B7 (see scene_render); written by 0x4792; read by scene_render | instrument buffer
global,DS:089E,inst_buf_sprite,far ptr,scene_render,,
global,DS:08A2,inst_x,u16,scene_render,,
global,DS:08A4,inst_y,u16,scene_render,,
global,DS:08A6,inst_h,u16,scene_render,,
global,DS:08A8,inst_wbytes,u16,scene_render,,
global,DS:08AA,speedo_pivot,2xu16,scene_render,,buffer coords
global,DS:08AE,tach_pivot,2xu16,scene_render,,buffer coords
global,DS:08B2,buf_desc_c,far ptr,platform,gbox_buf_desc,Buffer sized from sprite DS:1393 (see scene_render); written by 0x4792; read by scene_render
global,DS:08B6,gbox_buf_sprite,far ptr,scene_render,,
global,DS:08BA,gbox_x,u16,scene_render,,
global,DS:08BC,gbox_y,u16,scene_render,,
global,DS:08BE,gearbox_display_toggle,u8,simulation,gearbox_visible,shift gate shown | toggled by D key; read by 0x351A (guess: shifter overlay)
global,DS:08BF,gearbox_prev,u8,scene_render,,last value
global,DS:08C0,marker_save_sprite,sprite hdr,scene_render,,16x4 save-under
global,DS:08F0,marker_save_x,s16,scene_render,,
global,DS:08F2,marker_save_y,s16,scene_render,,
global,DS:08F4,grind_timer,u8,simulation,,ticks of shift-clash/clutch-dump effect (3 or 0x12); sets DS:64FE
global,DS:0906,road_pos,u16,simulation,g_roadPos road_ptr,road stream position (shared with simulation) | car road stream pointer (sim) | player road position = DS address into road stream
global,DS:0908,road_pos_prev,u16,simulation,,road_pos at start of tick
global,DS:090A,yaw_lateral,i16,simulation,,"heading used for lateral motion, clamped +-0x4B00"
global,DS:090C,view_heading,i16,simulation,car_heading,heading deg*256 (sim) | heading for road renderer (includes skid drift)
global,DS:090E,unused_090e,i16,simulation,,reset only
global,DS:0910,car_x,i16,simulation,car_lateral,lateral position (sim) | lateral position; + = left/oncoming lane; edges +0x264/-0x236; start -0x75
global,DS:0912,sub_unit,i16,simulation,road_subpos,sub-unit counter (sim) | sub-unit counter 0..89 within road unit
global,DS:0914,steer_angle,i16,simulation,steer,"steering (sim) | steering angle, +-0xEC0; -road_curve = straight tracking"
global,DS:0916,cur_ratio,u16,simulation,,gear ratio of current gear (stale in neutral)
global,DS:0919,road_curve,i16,simulation,,curve of current unit *64
global,DS:091B,rpm,u16,scene_render,,engine rpm (sim) | engine rpm
global,DS:091D,rpm_smooth,u16,simulation,,rpm slewed 0x40 per PIT tick; selects engine note DS:64FC
global,DS:091F,dash_timer,u8,simulation,gearbox_hide_delay,frames | dashboard redraw countdown (read by 0x351A)
global,DS:0920,gate_node,u8,simulation,,shift-gate node 0..15
global,DS:0921,gate_shift_mode,u8,simulation,,1 = joystick gate shifting (O key)
global,DS:0922,gearbox_dirty,u8,simulation,redraw_gearbox,flag | redraw shifter
global,DS:0923,gauges_dirty,u8,simulation,redraw_instruments,flag | redraw speedo/tach
global,DS:0924,skidding,u8,simulation,,1 while grip exceeded
global,DS:0925,accel_mag,u16,simulation,,"|speed change| of last tick (brake 0x304, skid 0x30) - feeds grip load"
global,DS:0927,g_carSpeedFixed,int16,game_flow,speed speed_w,hi byte mph; 0 required for stage end; see simulation | speed; hi byte mph (sim) | 8.8 mph; DS:0928 = mph
global,DS:0929,g_stageEvent,uint8,game_flow,drive_state run_state,"0 drive 1 quit 2 stage end 3+ crash; see simulation | 0 drive 1 quit 2 end of road 3 crash | 0 driving,1 quit,2 stage end approach,3 crash"
global,DS:092A,stage_end_pos,u16,simulation,road_end_ptr,stream ptr where records become 0 | road address of 0xFF stage terminator
global,DS:092C,proj_cx_main,s16,scene_render,,480 (1/4 px)
global,DS:092E,proj_horizon_main,s16,scene_render,,70
global,DS:0930,proj_cx_mirror,s16,scene_render,,1120 (1/4 px)
global,DS:0932,proj_y_mirror_off,s16,scene_render,,10
global,DS:0934,old_int0_vector,far ptr,simulation,g_savedInt0,old int 0 vector | saved int 0 vector
global,DS:0938,ending_shown,u8,simulation,,set by 0x38EB (game_flow)
global,DS:093A,pit_tick_count,u16,simulation,,100 Hz tick counter; sim runs when low 3 bits = 0
global,DS:093C,clock_running,u8,simulation,,set when first shift completes; cleared on crash
global,DS:0941,oncoming_count,u8,simulation,traffic_count_left,sim | 0..2
global,DS:0942,samedir_count,u8,simulation,traffic_count_right,sim | 0..5
global,DS:0943,r_traffic_count_l,u8,scene_render,,snapshot
global,DS:0944,r_traffic_count_r,u8,scene_render,,snapshot
global,DS:0945,oncoming_list,ent8[5],simulation,traffic_slots,"sim slots | {u16 pos,u16 sub,u16 unused,u16 type*40}; head = newest"
global,DS:096D,samedir_list,ent8[5],simulation,,same layout as oncoming
global,DS:0995,spill_slot,ent8,simulation,,unused 11th slot (receives data from removal bug)
global,DS:099D,radar_trap,ent8,simulation,,police trap position (+0 only)
global,DS:09A5,hazard,ent8,simulation,,"+0 pos, +6 low byte type<<4, high byte lane 0..3; visual only"
global,DS:09AD,r_traffic_slots,13x8 bytes,scene_render,render_snapshot_objects,snapshot; 0-4 left 5-9 right 11 cop-ahead 12 hazard | frame copy of DS:0945..09AC (0x2013)
global,DS:0A05,snapshot_radar_trap_pos,u16,simulation,r_slot11_pos,radar source position | frame copy of DS:099D; drives radar detector lights (0x35C6)
global,DS:0A0D,r_hazard_slot,8 bytes,scene_render,,+0 pos +6 type/lane
global,DS:0A15,trap_speed_table,u16[3],simulation,,tables/sim_trap_speed.json
global,DS:0A1B,traffic_speed_table,u16[3],simulation,,tables/sim_traffic_speed.json
global,DS:0A21,speed_limit_idx,u16,simulation,,0/2/4 from sign objects 5/6/7
global,DS:0A23,cop_state,u8,simulation,,"sim | 0 none,1 chase,2 pass traffic,3 pass player,4/5 lead+brake,6 stopped (ticket),7 trap armed"
global,DS:0A24,r_cop_state,u8,scene_render,,snapshot
global,DS:0A25,cop_speed,u16,simulation,,sub-units per tick
global,DS:0A27,cop_timer,u8,simulation,ticket_flag,sim | animation/delay counter
global,DS:0A28,cop_tail_timer,u8,simulation,,ticks cop tails player before passing (0x78)
global,DS:0A29,cop_lateral,u16,simulation,cop_lane,sim | overtaking lateral offset from DS:0A46
global,DS:0A2B,cop_sub,u16,simulation,,sim | cop sub-unit
global,DS:0A2D,cop_pos,u16,simulation,,sim | cop road position
global,DS:0A2F,cop_block_idx,u8,simulation,,count of same-dir cars ahead of cop; blocker = samedir[idx-1]
global,DS:0A30,r_cop_pos,u16,scene_render,,snapshot
global,DS:0A32,r_cop_lane,s16,scene_render,,snapshot
global,DS:0A34,r_cop_sub,s16,scene_render,,snapshot
global,DS:0A36,cop_state_jump_table,u16[8],simulation,,code pointers
global,DS:0A46,cop_lane_curve,u8[49],simulation,,tables/sim_cop_lane_curve.json
global,DS:0A77,fire_held,u8,simulation,,fire/shift button held (clutch)
global,DS:0A78,gear,u8,simulation,,0 = neutral
global,DS:0A79,throttle_in,i8,simulation,,"+1 gas, -1 brake"
global,DS:0A7A,steer_in,i8,simulation,,"+1 left, -1 right"
global,DS:0A7B,knob_anim,u8,simulation,,1 while knob moving
global,DS:0A7C,shift_latch,u8,simulation,,prevents repeat keyboard shift while held
global,DS:0A7D,knob_x,u16,simulation,,gear knob x | knob sprite x (DS:0A7F y)
global,DS:0A7F,knob_y,s16,scene_render,,gear knob y
global,DS:0A81,knob_target_x,u16,simulation,,target (DS:0A83 y)
global,DS:0A85,unit_advanced,u8,simulation,,1 if road unit advanced this tick (not read)
global,DS:0A86,steer_dir_table,i8[9],simulation,,tables/sim_steer_dir.json
global,DS:0AB3,throttle_dir_table,i8[9],simulation,,tables/sim_throttle_dir.json
global,DS:0ABC,gear_delta_table,i8[9],simulation,,tables/sim_gear_delta.json
global,DS:0AC5,drag_table,u8[64],simulation,,tables/sim_drag.json
global,DS:0B05,SONG_INGAME,bytecode,game_flow,,in-stage song
global,DS:0F9F,xroada_handles,117 far ptrs,scene_render,,sprite table
global,DS:102F,spr_govr,far ptr,game_flow,,GAME OVER sprite
global,DS:1033,spr_gvrm,far ptr,game_flow,,GAME OVER mask
global,DS:1037,spr_deal,far ptr,game_flow,,dealership sign
global,DS:103B,spr_note,far ptr,game_flow,,glove box note
global,DS:103F,spr_tick,far ptr,game_flow,,speeding ticket
global,DS:1173,xroadb_handles,50 far ptrs,scene_render,,front views
global,DS:123B,xroadc_handles,82 far ptrs,scene_render,,rear views and cop
global,DS:1383,car_handles,25 far ptrs,scene_render,spr_dash,cockpit dash | cockpit sprites
global,DS:13BB,spr_mirr,far ptr,game_flow,,cockpit mirror
global,DS:13DB,spr_roof,far ptr,game_flow,,cockpit roof
global,DS:13E7,digit_handles,15 far ptrs,scene_render,,digital gauges
global,DS:1423,int0_handler,code,scene_render,,in DGROUP: AX=FFFF; skip div
global,DS:1433,road_anim_counter,u8,simulation,dash_phase,+1 per road unit (sim) | incremented per unit advance; read by renderer
global,DS:1434,dash_counter,u8,scene_render,,per-row counter
global,DS:1435,mirror_rows_done,u16,scene_render,,unused
global,DS:1437,crest_sy,u8,scene_render,,clip bottom / highest scanline
global,DS:1439,cached_top_sy,u8,scene_render,,
global,DS:143B,cached_top_row,u16,scene_render,,
global,DS:143D,obj_scale,u16,scene_render,,min(W>>4;31)
global,DS:143F,xclip_px,u16,scene_render,,
global,DS:1441,xclip_bytes,u16,scene_render,,
global,DS:1443,cached_top_row_mirror,u16,scene_render,,
global,DS:1445,wheel_state,u8,scene_render,,0 right 1 centre 2 left
global,DS:1446,marker_saved,u8,scene_render,,
global,DS:1447,cop_light_timer,u16,simulation,cop_row_smooth,set to 10 on chase start; renderer
global,DS:1449,mask_left_from_bit,u8[8],scene_render,,
global,DS:1451,mask_right_to_bit,u8[8],scene_render,,
global,DS:1459,mask_single_pixel,u8[8],scene_render,,
global,DS:1463,span_bit,u16,scene_render,,
global,DS:1465,span_ol,s16[111],scene_render,,per scanline
global,DS:1543,span_l,s16[111],scene_render,,
global,DS:1621,span_r,s16[111],scene_render,,
global,DS:16FF,span_or,s16[111],scene_render,,
global,DS:17DD,span_ol_mirror,s16[18],scene_render,,
global,DS:1801,span_l_mirror,s16[18],scene_render,,
global,DS:1825,span_r_mirror,s16[18],scene_render,,
global,DS:1849,span_or_mirror,s16[18],scene_render,,
global,DS:186D,walk_ptr,u16,scene_render,,
global,DS:186F,r_road_ptr,u16,scene_render,,snapshot
global,DS:1871,r_subpos,s16,scene_render,,snapshot
global,DS:1873,heading_acc,s16,scene_render,,
global,DS:1875,slope_acc,s16,scene_render,,
global,DS:1877,row_X,s16[40],scene_render,,X[i] at +2i
global,DS:18C7,row_Y,s16[40],scene_render,,Y[i] at +2i
global,DS:1917,row_X_mirror,s16[25],scene_render,,
global,DS:1967,row_Y_mirror,s16[25],scene_render,,
global,DS:19B7,cut_x,s16,scene_render,,
global,DS:19B9,cut_sy,u16,scene_render,,
global,DS:19BB,cut_row,u16,scene_render,,
global,DS:19BD,cut_row_mirror,u16,scene_render,,
global,DS:19BF,cut_top_sy,u8,scene_render,,unused
global,DS:19C1,cut_top_sy_mirror,u8,scene_render,,unused
global,DS:19C3,min_ol,s16,scene_render,,
global,DS:19C5,min_ol_sy,u8,scene_render,,doubled by 0x2DEE
global,DS:19C7,first_changed_row,u16,scene_render,,
global,DS:19C9,prev_row_limit,u16,scene_render,,
global,DS:19CB,row_limit_main,u16,scene_render,,
global,DS:19CD,top_sy,u8,scene_render,,
global,DS:19CF,top_row,u16,scene_render,,
global,DS:19D1,span_clamp_min,s16,scene_render,,
global,DS:19D3,span_clamp_max,s16,scene_render,,
global,DS:19D5,cut_x_mirror,s16,scene_render,,
global,DS:19D7,cut_sy_mirror,u16,scene_render,,
global,DS:19D9,min_ol_mirror,s16,scene_render,,
global,DS:19DB,min_ol_sy_mirror,u8,scene_render,,
global,DS:19DD,row_limit_mirror,u16,scene_render,,
global,DS:19DF,top_sy_mirror,u8,scene_render,,
global,DS:19E1,top_row_mirror,u16,scene_render,,
global,DS:19E3,row_ol,s16[40],scene_render,,outer left px
global,DS:1A33,row_l,s16[40],scene_render,,left edge px
global,DS:1A83,row_r,s16[40],scene_render,,right edge px
global,DS:1AD3,row_or,s16[40],scene_render,,outer right px
global,DS:1B23,row_cx,s16[40],scene_render,,centre px
global,DS:1B73,row_sy,u8 at even offsets,scene_render,,scanline
global,DS:1D03,row_obj,u8 at even offsets,scene_render,,record object byte
global,DS:1D53,row_ol_mirror,s16[25],scene_render,,
global,DS:1D8F,row_l_mirror,s16[25],scene_render,,
global,DS:1DCB,row_r_mirror,s16[25],scene_render,,
global,DS:1E07,row_or_mirror,s16[25],scene_render,,
global,DS:1E43,row_cx_mirror,s16[25],scene_render,,
global,DS:1E7F,row_sy_mirror,u8 at even offsets,scene_render,,
global,DS:1FAB,row_obj_mirror,u8 at even offsets,scene_render,,
global,DS:203B,cur_curve,u8,scene_render,,temp
global,DS:203E,roadside_pattern,u16[16],scene_render,,type/count
global,DS:2077,engine_note_div_table,u16[151],simulation,,tables/sim_engine_note_div.json
global,DS:21A5,road_halfwidth_q4,u16[40],scene_render,,W[i]
global,DS:21F5,traffic_scale_main,u8[40],scene_render,,
global,DS:221E,traffic_scale_mirror,u8[25],scene_render,,
global,DS:2247,row_depth_Z,u16[40],scene_render,,Z[i]
global,DS:2297,sinq_table,u8[91],simulation,,tables/sim_sinq.json
global,DS:22F2,sine_x15,u16[91],scene_render,,
global,DS:23A8,wheel_sin90,u8[60],scene_render,,
global,DS:23E4,wheel_cos90,u8[61],scene_render,,
global,DS:2420,persp_T,u16[91],scene_render,,
global,DS:24D6,tan256,u16[46],scene_render,,
global,DS:2532,crack_counts,u8[7],scene_render,,
global,DS:2539,crack_ptrs,u16[7],scene_render,,
global,DS:268F,car_num_gears,u8,simulation,,car +000
global,DS:2693,car_rpm_limit,u16,simulation,,car +004
global,DS:2697,car_grip_limit,i16,simulation,,car +008
global,DS:2699,car_skid_drift,u8,simulation,,car +00A
global,DS:26A1,car_gear_ratio,u16[7],simulation,,car +012
global,DS:26AF,car_knob_xy,u16[7][2],simulation,,car +020; (node+7) indexes gate node xy at +03C
global,DS:270B,car_gate_next,u8[144],simulation,,car +07C
global,DS:279B,car_node_gear,u8[16],simulation,,car +10C
global,DS:27AB,car_torque,u8[80],simulation,,car +11C; index 80 reads +16C
global,DS:2B71,road_record_curve,u8,simulation,,record table DS:2B70 +1 (curve) / +3 (object)
global,DS:636C,fill_left_mask,u8[8],platform,,FF 7F 3F 1F 0F 07 03 01; written by const; read by 0x4941
global,DS:6374,fill_right_mask,u8[8],platform,,80 C0 E0 F0 F8 FC FE FF; written by const; read by 0x4941
global,DS:637C,pal_default,u8[17],platform,,Identity 200-line palette; written by const; read by 0x4D96
global,DS:63A8,joy_dir_map,u8[16],platform,,Joystick bits → direction; written by const; read by 0x5C24
global,DS:63B8,ext_scan_dir_map,u8[12],platform,,[scan−0x46] → direction; written by const; read by 0x5C24
global,DS:63C4,digit_dir_map,u8[10],platform,,'0'..'9' → direction \| fire; written by const; read by 0x5C24
global,DS:63F0,kbd_shift_btn,u8,platform,,"Shift flags \| buttons; write-only; written by 0x680E, 0x68F4; read by –"
global,DS:63F2,joy_menu_scan,u16[16],platform,,"Joystick bits → menu scan codes; written by const; read by 0x680E, 0x68F4"
global,DS:6420,joy_menu_last,u16,platform,,Edge detector for joystick menu codes; written by 0x68F4; read by 0x68F4
global,DS:6422,input_mode,u16,platform,,getkey dispatch index (0/2/4); written by 0x8AFD; read by 0x67E8
global,DS:6424,modal_pause,u8,platform,isr_busy,"1 in pause/calibration: song frozen, speaker off, sim skipped; written by 0x5C24, 0x6846; read by 0x6A1F, 0x3B1F | platform: ISR skips sim while set (pause, calibration)"
global,DS:6426,old_int8,far ptr,platform,,"Saved BIOS INT 8; written by 0x69CF; read by 0x694A, 0x6A1F"
global,DS:642A,tick_count,u16,platform,g_timerTicks,"100.04 Hz tick counter | ++ per 100.04 Hz tick; written by 0x6A1F; read by 0x9A01, 0x9A05"
global,DS:642C,snd_ptr,seg (642C) : off (642E),platform,,"Current bytecode position; written by 0x8A0E, 0x8A3E, ISR; read by ISR"
global,DS:6430,snd_loop_ptr,seg (6430) : off (6432),platform,,Background loop stream; written by 0x8A0E; read by ISR
global,DS:6434,chain_reload,u16,platform,,"BIOS chain period (5 menu, 0x7D00 drive); written by 0x698C, 0x699E, 0x69B6; read by ISR"
global,DS:6436,chain_count,s16,platform,,"Countdown to BIOS INT 8 call; written by 0x699E, 0x69B6, ISR; read by ISR"
global,DS:6438,note_left,u16,platform,,Remaining ticks of current event; written by ISR; read by ISR
global,DS:643A,note_cut,u16,platform,,Speaker off when note_left equals it; written by ISR; read by ISR
global,DS:643C,snd_shift,u8,platform,,"Articulation shift (cut = dur >> shift), init 3; written by ISR (FE); read by ISR"
global,DS:643D,snd_playing,u8,platform,,"0 idle, 1 one-shot, 2 loop; written by 0x69CF, 0x8A0E, 0x8A3E, 0x5C24, 0x6846, ISR; read by ISR, 0x8A0E"
global,DS:643E,snd_flags,u8,platform,,"bit0 one-shot, bit1 loop set, bit2 sound enabled (init 4); written by 0x89F0–0x8A3E, 0x5C24, 0x6846, ISR; read by ISR, 0x5C24"
global,DS:643F,chain_enable,u8,platform,,"1 = chain BIOS INT 8; written by 0x698C, 0x699E, 0x69B6; read by ISR"
global,DS:6440,loop_cnt,s16[3],platform,,Loop counters FD/FC/FB; written by ISR; read by ISR
global,DS:6446,loop_start,u16[3],platform,,Loop body offsets; written by ISR; read by ISR
global,DS:644C,loop_end,u16[3],platform,,Loop end-opcode offsets; written by ISR; read by ISR
global,DS:6452,note_div,u16[0x5E],platform,,"PIT divisor per note (note_divisors.json); written by const, patched 64FC/64FE/6500; read by ISR"
global,DS:64FC,note_div_engine,u16,platform,engine_tone_div,"Slot 0x55: engine divisor DS:2077[rpm_disp>>6]; written by 0x1FE4, 0x3B1F; read by ISR | note 0x55 divisor slot (DS:6452+0xAA); engine note in song 0xB05"
global,DS:64FE,note_div_skid,u16,platform,effect_tone_div,"Slot 0x56: 0xFFFF / 0x08E8 skid / 0x0474 grind; written by sim; read by ISR | note 0x56 slot: 0xFFFF off, 0x8E8 squeal, 0x474 grind"
global,DS:6500,note_div_beep,u16,platform,radar_beep_div,Slot 0x57: 0x0384 radar beep; written by 0x1FEA; read by ISR | note 0x57 slot = 900; radar beep song 0xB0F
global,DS:650C,deadline_start,u16,platform,g_frameStart,"frame_start base tick | set_deadline start tick; written by 0x7894; read by 0x7864, 0x7881"
global,DS:650E,deadline_len,u16,platform,g_frameLen,"frame_start length | set_deadline length; written by 0x7894; read by 0x7864, 0x7881"
global,DS:6520,rand8_idx,u16,platform,rng_index,"rand8 index; written by 0x8BAF; read by 0x8BAF | RNG index, starts 0"
global,DS:6522,rand8_tab,u8[256],platform,rng_table,rand8 table; written by 0x8BAF; read by 0x8BAF | RNG state
global,DS:6642,herc_crtc_gfx,u8[12],platform,,"6845 values, graphics; written by const; read by 0x8CEC"
global,DS:664E,herc_crtc_text,u8[12],platform,,"6845 values, text; written by const; read by 0x8D3C"
global,DS:66E8,joy_enabled,u8,platform,joystick_enabled,"0 keyboard only, 1 joystick; written by 0x5C24, 0x6846, 0x95F4; read by 0xA12F | Ctrl-J on / Ctrl-K off"
global,DS:66E9,joy_calibrated,u8,platform,,"Calibration screen shown; written by 0x95F4; read by 0x5C24, 0x6846"
global,DS:66EA,calib_sq_x,u16[9],platform,,Grid square x per direction; written by const; read by 0x95F4
global,DS:66FC,calib_sq_y,u16[9],platform,,Grid square y per direction; written by const; read by 0x95F4
global,DS:690E,text_fg,u16,platform,g_textFg,text foreground | Text foreground (init 3); written by 0x6C85; read by 0x4BE7
global,DS:6910,text_bg,u16,platform,g_textBg,text background | Text background (init 0); written by 0x6C85; read by 0x4BE7
global,DS:6912,text_margin_x,u16,platform,g_textLeft,x after CR/LF | x after CR/LF (0); written by const; read by 0x4BE7
global,DS:6914,text_x,u16,platform,g_penX,"text pen x | Cursor x, pixels (drawn at x>>3 bytes); written by 0x4BD0, 0x74E3, 0x4BE7; read by 0x4BE7"
global,DS:6916,text_y,u16,platform,g_penY,"text pen y | Cursor y; written by 0x4BD0, 0x74E3, 0x4BE7; read by 0x4BE7"
global,DS:691A,text_glyph_h,u16,platform,g_glyphH,8 | 8; written by const; read by 0x4BE7
global,DS:691C,text_font,far ptr,platform,g_glyphTable,0C9A:6E2C; glyphs DS:6B44+(c-0x20)*8 | Font pointer table DS:6E2C; written by const; read by 0x4BE7
global,DS:6920,text_adv_x,u16,platform,g_advanceX,8 | 8; written by const; read by 0x4BE7
global,DS:6922,text_adv_y,u16,platform,g_lineH,8 | 8; written by const; read by 0x4BE7
global,DS:6924,text_enabled,u16,platform,g_textEnable,1 | 1 (text drawn only when 1); written by const; read by 0x4BE7
global,DS:6A3C,lzw_tables,u16,platform,,"malloc'd LZW tables; written by 0xA0CF, 0xA111; read by 0xA0CF, 0xA111"
global,DS:6A3E,joy_x,u16,platform,,X loop count (0x50 on timeout); DS:6A40 = joy_y; written by 0xA12F; read by 0xA12F
global,DS:6A42,joy_port_pre,u8,platform,,201h sample before trigger; written by 0xA12F; read by 0xA12F
global,DS:6A43,joy_result,u8,platform,,Bits being built; written by 0xA12F; read by 0xA12F
global,DS:6A44,joy_xmin,u16,platform,,Learned min (init 0x50); DS:6A46 xmax (init 0); written by 0xA12F; read by 0xA12F
global,DS:6A48,joy_xover_min,u16,platform,,Smallest above-max sample; DS:6A4A countdown (8); written by 0xA12F; read by 0xA12F
global,DS:6A4C,joy_xlo,u16,platform,,25% threshold; DS:6A4E 75% threshold; written by 0xA12F; read by 0xA12F
global,DS:6A50,joy_ymin,u16,platform,,Y equivalents of 6A44–6A4E at 6A50–6A5A; written by 0xA12F; read by 0xA12F
global,DS:6AC4,gfx_target_save_area,u16[24],platform,,Saved CS:5A64..5A93; written by 0xA3B7; read by 0xA3CB
global,DS:6E2C,font_ptrs,u16[256],platform,,"Near ptr per character, 0 = none (font8x8.json); written by const; read by 0x4BE7"
global,DS:746C,lzw_tab_ptrs,u16 ×3 (746C/7470/748C),platform,,"Offsets into lzw_tables; written by 0xA0CF; read by 0x9E1D, 0x9FA2"
global,DS:7478,rle_state,u16,platform,,"RLE90 state; written by 0x9A86, 0x9CF9; read by 0x9CF9"
global,DS:78E0,pack_inptr,u16,platform,,"Input buffer cursor; written by 0x9A86, 0x9D64; read by 0x9D64"
global,DS:78E2,g_showroomCarSpr,far ptr,game_flow,,'car ' from <car>SB.PES
global,DS:78E6,g_lives,int16,game_flow,cars_left,5 at start; -1 crash; +2 gas station | lives; set 1 when player hits cop
global,DS:78E8,g_songIntro,far ptr,game_flow,,sng2
global,DS:78EC,g_avgSpeed,int16,game_flow,,distance units then average speed
global,DS:78EE,g_carSBArchive,far ptr,game_flow,,<car>SB.PES
global,DS:78F2,g_carNames,near char*[10],game_flow,,car base names
global,DS:7906,g_songCarSel,far ptr,game_flow,,sng4
global,DS:790A,g_selectedCar,int16,game_flow,,-1 none
global,DS:790C,g_resultLineCount,int16,game_flow,,results lines
global,DS:790E,unpacked_len,u32,platform,,"Expected output size; written by 0x9A86; read by 0x9DD3, 0x9A86"
global,DS:7B12,g_scrollDelay,int16,game_flow,,results scroll ticks per pixel
global,DS:7B14,mem_bot,u16 seg,platform,,Base of DOS block; written by 0x8CC0; read by 0xA3DF
global,DS:7B16,g_stage,int16,game_flow,stage_index,0..4 | 0..4
global,DS:7B18,out_count,u32,platform,,"Bytes emitted; written by 0x9A86, 0x9DD3; read by 0x9DD3, 0x9A86"
global,DS:7B1C,g_xroadA,far ptr,game_flow,,xroada.pes
global,DS:7B20,g_xroadB,far ptr,game_flow,,xroadb.pes
global,DS:7B24,mem_low,u16 seg,platform,,"Next free segment above archive cache; written by 0x8CC0, 0xA2BE; read by 0xA2BE, 0xA340"
global,DS:7B26,g_xroadC,far ptr,game_flow,,xroadc.pes
global,DS:7B2A,g_songHiScore,far ptr,game_flow,,sng3
global,DS:7B2E,packed_left,u32,platform,,"Remaining packed bytes; written by 0x9A86, 0x9D64; read by 0x9D64"
global,DS:7B32,g_carArchive,far ptr,game_flow,,<car>.pes
global,DS:7D36,mem_top,u16 seg,platform,,End of DOS block; written by 0x8CC0; read by 0xA3DF
global,DS:7D38,cache_slots,16 B × 30,platform,,"`{char name[12]; u16 paras; u16 seg}`; written by 0xA2BE; read by 0xA280, 0xA2BE"
global,DS:7F18,mem_high,u16 seg,platform,,"Lowest buffer segment; written by 0x8CC0, 0xA340, 0xA37E; read by 0xA2BE, 0xA340, 0xA37E"
global,DS:7F1A,page_buf_desc,far ptr,platform,g_offscreenPage,"320x200 page handle | 40×200×4-plane page buffer descriptor; written by main, 0x1030; read by game_flow"
global,DS:7F1E,buf_slots,4 B × 8,platform,,"`{u16 seg; u16 paras}`; written by 0xA340, 0xA37E; read by 0xA340, 0xA37E"
global,DS:7F3E,pack_inbuf,u16,platform,,malloc(0x400); written by 0x9A86; read by 0x9D64
global,DS:7F40,g_stageConstB,int16,game_flow,,copy of DS:02B2[stage]; no reader
global,DS:7F42,pack_fd,u16,platform,,File handle; written by 0x9A86; read by 0x9D64
global,DS:7F44,g_tooSlow,int16,game_flow,,avg speed < 50 ends run
global,DS:7F46,g_sbArchiveName,char[30],game_flow,,<car>sb.pes
global,DS:7F64,g_carNameBuf,char[],game_flow,,CARS.TXT text
global,DS:8090,g_songGas,far ptr,game_flow,,sng1
global,DS:8094,g_parTime,int16,game_flow,,par for current stage
global,DS:8096,pack_inpos,u16,platform,,"Bytes consumed in input buffer; written by 0x9A86, 0x9D64; read by 0x9D64"
global,DS:8098,g_totalScore,int32,game_flow,,accumulated score
global,DS:809C,pack_outptr,huge ptr,platform,,"Output cursor; written by 0x9A86, 0x9DD3; read by 0x9DD3"
global,DS:80A0,in_count,u32,platform,,"Bytes read (unused); written by 0x9A86, 0x9D64; read by –"
global,DS:80A4,g_stageTime,int16,game_flow,clock_ticks tick_count,+1 per 8 sim ticks; +240 per crash; /12 after stage | timer ISR counter | elapsed time in sim ticks (12.5 Hz)
global,DS:80A6,g_resultTextY,int16,game_flow,,results page y
