kind,address,name,type,owner,other_names,notes,cga
func,0xBB1A,_NMSG_TEXT,,platform,,MSC 4.x runtime: _NMSG_TEXT; likely,0x9A0E
func,0xBB4A,_NMSG_WRITE,,platform,,MSC 4.x runtime: _NMSG_WRITE; verified,0x9A3E
func,0xBB73,_output,,platform,,MSC 4.x runtime: _output (printf engine); verified,0x9A67
func,0xBE03,_output,,platform,,MSC 4.x runtime: _output helpers (0xBE03–0xC35A); likely,0x9CF7
func,0xC382,_setargv,,platform,,MSC 4.x runtime: _setargv; likely,0xA276
func,0xC467,_setenvp,,platform,,MSC 4.x runtime: _setenvp; likely,0xA35B
func,0xC4CD,strcat,,platform,,MSC 4.x runtime: strcat; verified,0xA3C1
func,0xC4FE,strcpy,,platform,,MSC 4.x runtime: strcpy; verified,0xA3F2
func,0xC523,_getstream,,platform,,MSC 4.x runtime: _getstream; likely,0xA417
func,0xC55A,unlink,,platform,,MSC 4.x runtime: unlink; verified,0xA44E
func,0xC567,sbrk,,platform,,MSC 4.x runtime: sbrk; likely,0xA45B
func,0xC5D5,_growseg,,platform,,MSC 4.x runtime: _growseg; likely,0xA4C9
func,0xC62B,_chkstk,,platform,,MSC 4.x runtime: _chkstk; verified,0xA51F
func,0xC644,isatty,,platform,,MSC 4.x runtime: isatty; likely,0xA538
func,0xC6B2,ungetc,,platform,,MSC 4.x runtime: ungetc; likely,0xA5A6
func,0xC70C,write,,platform,,MSC 4.x runtime: write; verified,0xA600
func,0xC849,flushall,,platform,,MSC 4.x runtime: flushall; likely,0xA73D
func,0xC87A,_aNldiv,,platform,,MSC 4.x runtime: _aNldiv; verified,0xA76E
func,0xC91D,_aNlmul,,platform,,MSC 4.x runtime: _aNlmul; verified,0xA811
func,0xC949,_aNlshl,,platform,,MSC 4.x runtime: _aNlshl; verified,0xA83D
func,0xC954,_aNlshr,,platform,long_sar_cl,verified | MSC 4.x runtime: _aNlshr; verified,0xA848
func,0xC95F,_aNaldiv,,platform,ldiv_assign,verified; calls 0xC87A | MSC 4.x runtime: _aNaldiv; likely,0xA853
func,0xC981,_aNalshl,,platform,,MSC 4.x runtime: _aNalshl; likely,0xA875
func,0xDDC3,div0_isr,INT 0 handler (data segment),platform,,"AX=0xFFFF, skip 2-byte div, iret (installed in driving by 0x4908) [0xDDC3 (DGROUP:1423)]; verified",
global,DS:0040,str_herc,char[],platform,,"""herc"" command-line switch; written by const; read by main",DS:0040
global,DS:0084,demo_mode,u16,simulation,g_attract,1 = attract/demo mode | nonzero = attract/demo autopilot; 1 = hold lane,DS:0090
global,DS:0086,g_carAutoSelected,int16,game_flow,,car chosen by timeout; forces car select,DS:0092
global,DS:0088,g_numCars,int16,game_flow,,lines read from CARS.TXT,DS:0094
global,DS:008A,herc_mode,u16,platform,g_hercules,"herc argv flag | 1 when Hercules selected; written by main; read by main, 0x098C",DS:0096
global,DS:00CC,pal_game,u8[17],platform,PALETTE_EGA,int10 AX=1002h table | Game palette (see ega_palettes.json); written by const; read by 0x4D84 via main,
global,DS:00DE,LAUNCH_PASSWORD,char[21],game_flow,,94857102387604294775,
global,DS:0118,g_introArchive,far ptr,game_flow,,ACCOLADE then TESTDRV archive,DS:0124
global,DS:029E,STAGE_SCORE_FACTOR,int16[5],game_flow,,{4 5 6 7 8},DS:0294
global,DS:02A8,STAGE_PAR_TIME,int16[5],game_flow,,{98 134 131 123 153},DS:029E
global,DS:02B2,STAGE_CONST_B,int16[5],game_flow,,{250 233 291 333 375}; unused copy,DS:02A8
global,DS:077A,MSG_TABLES,near char*[33],game_flow,,results message tables 077A..07BA,DS:0770
global,DS:07BC,GAS_SIGN_NAMES,near char*[4],game_flow,,don john kevn tony,DS:07B2
global,DS:0890,road_buf_desc,far ptr,platform,,"40×112×3-plane road view buffer (+0894 header ptr, +0898 rowtab); written by 0x4792; read by scene_render | target descriptor of road buffer",DS:0890
global,DS:0894,road_buf_sprite,far ptr,scene_render,,sprite header of road buffer,DS:0894
global,DS:0898,road_buf_rowtab,u16,scene_render,,CS offset of row table,DS:0898
global,DS:089A,buf_desc_b,far ptr,platform,inst_buf_desc,Buffer sized from sprite DS:13B7 (see scene_render); written by 0x4792; read by scene_render | instrument buffer,DS:089A
global,DS:089E,inst_buf_sprite,far ptr,scene_render,,,DS:089E
global,DS:08A2,inst_x,u16,scene_render,,,DS:08A2
global,DS:08A4,inst_y,u16,scene_render,,,DS:08A4
global,DS:08A6,inst_h,u16,scene_render,,,DS:08A6
global,DS:08A8,inst_wbytes,u16,scene_render,,,DS:08A8
global,DS:08AA,speedo_pivot,2xu16,scene_render,,buffer coords,DS:08AA
global,DS:08AE,tach_pivot,2xu16,scene_render,,buffer coords,DS:08AE
global,DS:08B2,buf_desc_c,far ptr,platform,gbox_buf_desc,Buffer sized from sprite DS:1393 (see scene_render); written by 0x4792; read by scene_render,DS:08B2
global,DS:08B6,gbox_buf_sprite,far ptr,scene_render,,,DS:08B6
global,DS:08BA,gbox_x,u16,scene_render,,,DS:08BA
global,DS:08BC,gbox_y,u16,scene_render,,,DS:08BC
global,DS:08BE,gearbox_display_toggle,u8,simulation,gearbox_visible,shift gate shown | toggled by D key; read by 0x351A (guess: shifter overlay),DS:08BE
global,DS:08BF,gearbox_prev,u8,scene_render,,last value,DS:08BF
global,DS:08C0,marker_save_sprite,sprite hdr,scene_render,,16x4 save-under,DS:08C0
global,DS:08F0,marker_save_x,s16,scene_render,,,DS:08D8
global,DS:08F2,marker_save_y,s16,scene_render,,,DS:08DA
global,DS:08F4,grind_timer,u8,simulation,,ticks of shift-clash/clutch-dump effect (3 or 0x12); sets DS:64FE,DS:08DC
global,DS:0906,road_pos,u16,simulation,g_roadPos road_ptr,road stream position (shared with simulation) | car road stream pointer (sim) | player road position = DS address into road stream,DS:08EE
global,DS:0908,road_pos_prev,u16,simulation,,road_pos at start of tick,DS:08F0
global,DS:090A,yaw_lateral,i16,simulation,,"heading used for lateral motion, clamped +-0x4B00",DS:08F2
global,DS:090C,view_heading,i16,simulation,car_heading,heading deg*256 (sim) | heading for road renderer (includes skid drift),DS:08F4
global,DS:090E,unused_090e,i16,simulation,,reset only,DS:08F6
global,DS:0910,car_x,i16,simulation,car_lateral,lateral position (sim) | lateral position; + = left/oncoming lane; edges +0x264/-0x236; start -0x75,DS:08F8
global,DS:0912,sub_unit,i16,simulation,road_subpos,sub-unit counter (sim) | sub-unit counter 0..89 within road unit,DS:08FA
global,DS:0914,steer_angle,i16,simulation,steer,"steering (sim) | steering angle, +-0xEC0; -road_curve = straight tracking",DS:08FC
global,DS:0916,cur_ratio,u16,simulation,,gear ratio of current gear (stale in neutral),DS:08FE
global,DS:0919,road_curve,i16,simulation,,curve of current unit *64,DS:0901
global,DS:091B,rpm,u16,scene_render,,engine rpm (sim) | engine rpm,DS:0903
global,DS:091D,rpm_smooth,u16,simulation,,rpm slewed 0x40 per PIT tick; selects engine note DS:64FC,DS:0905
global,DS:091F,dash_timer,u8,simulation,gearbox_hide_delay,frames | dashboard redraw countdown (read by 0x351A),DS:0907
global,DS:0920,gate_node,u8,simulation,,shift-gate node 0..15,DS:0908
global,DS:0921,gate_shift_mode,u8,simulation,,1 = joystick gate shifting (O key),DS:0909
global,DS:0922,gearbox_dirty,u8,simulation,redraw_gearbox,flag | redraw shifter,DS:090A
global,DS:0923,gauges_dirty,u8,simulation,redraw_instruments,flag | redraw speedo/tach,DS:090B
global,DS:0924,skidding,u8,simulation,,1 while grip exceeded,DS:090C
global,DS:0925,accel_mag,u16,simulation,,"|speed change| of last tick (brake 0x304, skid 0x30) - feeds grip load",DS:090D
global,DS:0927,g_carSpeedFixed,int16,game_flow,speed speed_w,hi byte mph; 0 required for stage end; see simulation | speed; hi byte mph (sim) | 8.8 mph; DS:0928 = mph,DS:090F
global,DS:0929,g_stageEvent,uint8,game_flow,drive_state run_state,"0 drive 1 quit 2 stage end 3+ crash; see simulation | 0 drive 1 quit 2 end of road 3 crash | 0 driving,1 quit,2 stage end approach,3 crash",DS:0911
global,DS:092A,stage_end_pos,u16,simulation,road_end_ptr,stream ptr where records become 0 | road address of 0xFF stage terminator,DS:0912
global,DS:092C,proj_cx_main,s16,scene_render,,480 (1/4 px),DS:0914
global,DS:092E,proj_horizon_main,s16,scene_render,,70,DS:0916
global,DS:0930,proj_cx_mirror,s16,scene_render,,1120 (1/4 px),DS:0918
global,DS:0932,proj_y_mirror_off,s16,scene_render,,10,DS:091A
global,DS:0934,old_int0_vector,far ptr,simulation,g_savedInt0,old int 0 vector | saved int 0 vector,DS:091C
global,DS:0938,ending_shown,u8,simulation,,set by 0x38EB (game_flow),DS:0920
global,DS:093A,pit_tick_count,u16,simulation,,100 Hz tick counter; sim runs when low 3 bits = 0,DS:0922
global,DS:093C,clock_running,u8,simulation,,set when first shift completes; cleared on crash,DS:0924
global,DS:0941,oncoming_count,u8,simulation,traffic_count_left,sim | 0..2,DS:0929
global,DS:0942,samedir_count,u8,simulation,traffic_count_right,sim | 0..5,DS:092A
global,DS:0943,r_traffic_count_l,u8,scene_render,,snapshot,DS:092B
global,DS:0944,r_traffic_count_r,u8,scene_render,,snapshot,DS:092C
global,DS:0945,oncoming_list,ent8[5],simulation,traffic_slots,"sim slots | {u16 pos,u16 sub,u16 unused,u16 type*40}; head = newest",DS:092D
global,DS:096D,samedir_list,ent8[5],simulation,,same layout as oncoming,DS:0955
global,DS:0995,spill_slot,ent8,simulation,,unused 11th slot (receives data from removal bug),
global,DS:099D,radar_trap,ent8,simulation,,police trap position (+0 only),DS:0985
global,DS:09A5,hazard,ent8,simulation,,"+0 pos, +6 low byte type<<4, high byte lane 0..3; visual only",DS:098D
global,DS:09AD,r_traffic_slots,13x8 bytes,scene_render,render_snapshot_objects,snapshot; 0-4 left 5-9 right 11 cop-ahead 12 hazard | frame copy of DS:0945..09AC (0x2013),DS:0995
global,DS:0A05,snapshot_radar_trap_pos,u16,simulation,r_slot11_pos,radar source position | frame copy of DS:099D; drives radar detector lights (0x35C6),DS:09ED
global,DS:0A0D,r_hazard_slot,8 bytes,scene_render,,+0 pos +6 type/lane,DS:09F5
global,DS:0A15,trap_speed_table,u16[3],simulation,,tables/sim_trap_speed.json,DS:09FD
global,DS:0A1B,traffic_speed_table,u16[3],simulation,,tables/sim_traffic_speed.json,DS:0A03
global,DS:0A21,speed_limit_idx,u16,simulation,,0/2/4 from sign objects 5/6/7,DS:0A09
global,DS:0A23,cop_state,u8,simulation,,"sim | 0 none,1 chase,2 pass traffic,3 pass player,4/5 lead+brake,6 stopped (ticket),7 trap armed",DS:0A0B
global,DS:0A24,r_cop_state,u8,scene_render,,snapshot,DS:0A0C
global,DS:0A25,cop_speed,u16,simulation,,sub-units per tick,DS:0A0D
global,DS:0A27,cop_timer,u8,simulation,ticket_flag,sim | animation/delay counter,DS:0A0F
global,DS:0A28,cop_tail_timer,u8,simulation,,ticks cop tails player before passing (0x78),DS:0A10
global,DS:0A29,cop_lateral,u16,simulation,cop_lane,sim | overtaking lateral offset from DS:0A46,DS:0A11
global,DS:0A2B,cop_sub,u16,simulation,,sim | cop sub-unit,DS:0A13
global,DS:0A2D,cop_pos,u16,simulation,,sim | cop road position,DS:0A15
global,DS:0A2F,cop_block_idx,u8,simulation,,count of same-dir cars ahead of cop; blocker = samedir[idx-1],DS:0A17
global,DS:0A30,r_cop_pos,u16,scene_render,,snapshot,DS:0A18
global,DS:0A32,r_cop_lane,s16,scene_render,,snapshot,DS:0A1A
global,DS:0A34,r_cop_sub,s16,scene_render,,snapshot,DS:0A1C
global,DS:0A36,cop_state_jump_table,u16[8],simulation,,code pointers,DS:0A1E
global,DS:0A46,cop_lane_curve,u8[49],simulation,,tables/sim_cop_lane_curve.json,DS:0A2E
global,DS:0A77,fire_held,u8,simulation,,fire/shift button held (clutch),DS:0A5F
global,DS:0A78,gear,u8,simulation,,0 = neutral,DS:0A60
global,DS:0A79,throttle_in,i8,simulation,,"+1 gas, -1 brake",DS:0A61
global,DS:0A7A,steer_in,i8,simulation,,"+1 left, -1 right",DS:0A62
global,DS:0A7B,knob_anim,u8,simulation,,1 while knob moving,DS:0A63
global,DS:0A7C,shift_latch,u8,simulation,,prevents repeat keyboard shift while held,DS:0A64
global,DS:0A7D,knob_x,u16,simulation,,gear knob x | knob sprite x (DS:0A7F y),DS:0A65
global,DS:0A7F,knob_y,s16,scene_render,,gear knob y,DS:0A67
global,DS:0A81,knob_target_x,u16,simulation,,target (DS:0A83 y),DS:0A69
global,DS:0A85,unit_advanced,u8,simulation,,1 if road unit advanced this tick (not read),DS:0A6D
global,DS:0A86,steer_dir_table,i8[9],simulation,,tables/sim_steer_dir.json,DS:0A6E
global,DS:0AB3,throttle_dir_table,i8[9],simulation,,tables/sim_throttle_dir.json,DS:0A9B
global,DS:0ABC,gear_delta_table,i8[9],simulation,,tables/sim_gear_delta.json,DS:0AA4
global,DS:0AC5,drag_table,u8[64],simulation,,tables/sim_drag.json,DS:0AAD
global,DS:0B05,SONG_INGAME,bytecode,game_flow,,in-stage song,DS:0AED
global,DS:0F9F,xroada_handles,117 far ptrs,scene_render,,sprite table,DS:0F76
global,DS:102F,spr_govr,far ptr,game_flow,,GAME OVER sprite,DS:1006
global,DS:1033,spr_gvrm,far ptr,game_flow,,GAME OVER mask,
global,DS:1037,spr_deal,far ptr,game_flow,,dealership sign,DS:100A
global,DS:103B,spr_note,far ptr,game_flow,,glove box note,DS:100E
global,DS:103F,spr_tick,far ptr,game_flow,,speeding ticket,DS:1012
global,DS:1173,xroadb_handles,50 far ptrs,scene_render,,front views,DS:1146
global,DS:123B,xroadc_handles,82 far ptrs,scene_render,,rear views and cop,
global,DS:1383,car_handles,25 far ptrs,scene_render,spr_dash,cockpit dash | cockpit sprites,DS:1356
global,DS:13BB,spr_mirr,far ptr,game_flow,,cockpit mirror,DS:138E
global,DS:13DB,spr_roof,far ptr,game_flow,,cockpit roof,DS:13AE
global,DS:13E7,digit_handles,15 far ptrs,scene_render,,digital gauges,DS:13BA
global,DS:1423,int0_handler,code,scene_render,,in DGROUP: AX=FFFF; skip div,DS:13EA
global,DS:1433,road_anim_counter,u8,simulation,dash_phase,+1 per road unit (sim) | incremented per unit advance; read by renderer,DS:13FA
global,DS:1434,dash_counter,u8,scene_render,,per-row counter,DS:13FB
global,DS:1435,mirror_rows_done,u16,scene_render,,unused,DS:13FC
global,DS:1437,crest_sy,u8,scene_render,,clip bottom / highest scanline,DS:13FE
global,DS:1439,cached_top_sy,u8,scene_render,,,DS:1400
global,DS:143B,cached_top_row,u16,scene_render,,,DS:1402
global,DS:143D,obj_scale,u16,scene_render,,min(W>>4;31),DS:1404
global,DS:143F,xclip_px,u16,scene_render,,,DS:1406
global,DS:1441,xclip_bytes,u16,scene_render,,,DS:1408
global,DS:1443,cached_top_row_mirror,u16,scene_render,,,DS:140A
global,DS:1445,wheel_state,u8,scene_render,,0 right 1 centre 2 left,DS:140C
global,DS:1446,marker_saved,u8,scene_render,,,DS:140D
global,DS:1447,cop_light_timer,u16,simulation,cop_row_smooth,set to 10 on chase start; renderer,DS:140E
global,DS:1449,mask_left_from_bit,u8[8],scene_render,,,
global,DS:1451,mask_right_to_bit,u8[8],scene_render,,,
global,DS:1459,mask_single_pixel,u8[8],scene_render,,,
global,DS:1463,span_bit,u16,scene_render,,,DS:1436
global,DS:1465,span_ol,s16[111],scene_render,,per scanline,DS:1438
global,DS:1543,span_l,s16[111],scene_render,,,DS:1516
global,DS:1621,span_r,s16[111],scene_render,,,DS:15F4
global,DS:16FF,span_or,s16[111],scene_render,,,DS:16D2
global,DS:17DD,span_ol_mirror,s16[18],scene_render,,,DS:17B0
global,DS:1801,span_l_mirror,s16[18],scene_render,,,DS:17D4
global,DS:1825,span_r_mirror,s16[18],scene_render,,,DS:17F8
global,DS:1849,span_or_mirror,s16[18],scene_render,,,DS:181C
global,DS:186D,walk_ptr,u16,scene_render,,,DS:1840
global,DS:186F,r_road_ptr,u16,scene_render,,snapshot,DS:1842
global,DS:1871,r_subpos,s16,scene_render,,snapshot,DS:1844
global,DS:1873,heading_acc,s16,scene_render,,,DS:1846
global,DS:1875,slope_acc,s16,scene_render,,,DS:1848
global,DS:1877,row_X,s16[40],scene_render,,X[i] at +2i,DS:184A
global,DS:18C7,row_Y,s16[40],scene_render,,Y[i] at +2i,DS:189A
global,DS:1917,row_X_mirror,s16[25],scene_render,,,DS:18EA
global,DS:1967,row_Y_mirror,s16[25],scene_render,,,DS:193A
global,DS:19B7,cut_x,s16,scene_render,,,DS:198A
global,DS:19B9,cut_sy,u16,scene_render,,,DS:198C
global,DS:19BB,cut_row,u16,scene_render,,,DS:198E
global,DS:19BD,cut_row_mirror,u16,scene_render,,,DS:1990
global,DS:19BF,cut_top_sy,u8,scene_render,,unused,DS:1992
global,DS:19C1,cut_top_sy_mirror,u8,scene_render,,unused,DS:1994
global,DS:19C3,min_ol,s16,scene_render,,,DS:1996
global,DS:19C5,min_ol_sy,u8,scene_render,,doubled by 0x2DEE,DS:1998
global,DS:19C7,first_changed_row,u16,scene_render,,,DS:199A
global,DS:19C9,prev_row_limit,u16,scene_render,,,DS:199C
global,DS:19CB,row_limit_main,u16,scene_render,,,DS:199E
global,DS:19CD,top_sy,u8,scene_render,,,DS:19A0
global,DS:19CF,top_row,u16,scene_render,,,DS:19A2
global,DS:19D1,span_clamp_min,s16,scene_render,,,DS:19A4
global,DS:19D3,span_clamp_max,s16,scene_render,,,DS:19A6
global,DS:19D5,cut_x_mirror,s16,scene_render,,,DS:19A8
global,DS:19D7,cut_sy_mirror,u16,scene_render,,,DS:19AA
global,DS:19D9,min_ol_mirror,s16,scene_render,,,DS:19AC
global,DS:19DB,min_ol_sy_mirror,u8,scene_render,,,DS:19AE
global,DS:19DD,row_limit_mirror,u16,scene_render,,,DS:19B0
global,DS:19DF,top_sy_mirror,u8,scene_render,,,DS:19B2
global,DS:19E1,top_row_mirror,u16,scene_render,,,DS:19B4
global,DS:19E3,row_ol,s16[40],scene_render,,outer left px,DS:19B6
global,DS:1A33,row_l,s16[40],scene_render,,left edge px,DS:1A06
global,DS:1A83,row_r,s16[40],scene_render,,right edge px,DS:1A56
global,DS:1AD3,row_or,s16[40],scene_render,,outer right px,DS:1AA6
global,DS:1B23,row_cx,s16[40],scene_render,,centre px,DS:1AF6
global,DS:1B73,row_sy,u8 at even offsets,scene_render,,scanline,DS:1B46
global,DS:1D03,row_obj,u8 at even offsets,scene_render,,record object byte,DS:1CD6
global,DS:1D53,row_ol_mirror,s16[25],scene_render,,,DS:1D26
global,DS:1D8F,row_l_mirror,s16[25],scene_render,,,DS:1D62
global,DS:1DCB,row_r_mirror,s16[25],scene_render,,,DS:1D9E
global,DS:1E07,row_or_mirror,s16[25],scene_render,,,DS:1DDA
global,DS:1E43,row_cx_mirror,s16[25],scene_render,,,DS:1E16
global,DS:1E7F,row_sy_mirror,u8 at even offsets,scene_render,,,DS:1E52
global,DS:1FAB,row_obj_mirror,u8 at even offsets,scene_render,,,DS:1F7E
global,DS:203B,cur_curve,u8,scene_render,,temp,DS:200E
global,DS:203E,roadside_pattern,u16[16],scene_render,,type/count,DS:2011
global,DS:2077,engine_note_div_table,u16[151],simulation,,tables/sim_engine_note_div.json,DS:204A
global,DS:21A5,road_halfwidth_q4,u16[40],scene_render,,W[i],DS:2178
global,DS:21F5,traffic_scale_main,u8[40],scene_render,,,DS:21C8
global,DS:221E,traffic_scale_mirror,u8[25],scene_render,,,DS:21F1
global,DS:2247,row_depth_Z,u16[40],scene_render,,Z[i],DS:221A
global,DS:2297,sinq_table,u8[91],simulation,,tables/sim_sinq.json,DS:226A
global,DS:22F2,sine_x15,u16[91],scene_render,,,DS:22C5
global,DS:23A8,wheel_sin90,u8[60],scene_render,,,DS:237B
global,DS:23E4,wheel_cos90,u8[61],scene_render,,,DS:23B7
global,DS:2420,persp_T,u16[91],scene_render,,,DS:23F3
global,DS:24D6,tan256,u16[46],scene_render,,,DS:24A9
global,DS:2532,crack_counts,u8[7],scene_render,,,DS:2505
global,DS:2539,crack_ptrs,u16[7],scene_render,,,DS:250C
global,DS:268F,car_num_gears,u8,simulation,,car +000,DS:2662
global,DS:2693,car_rpm_limit,u16,simulation,,car +004,DS:2666
global,DS:2697,car_grip_limit,i16,simulation,,car +008,DS:266A
global,DS:2699,car_skid_drift,u8,simulation,,car +00A,DS:266C
global,DS:26A1,car_gear_ratio,u16[7],simulation,,car +012,DS:2674
global,DS:26AF,car_knob_xy,u16[7][2],simulation,,car +020; (node+7) indexes gate node xy at +03C,DS:2682
global,DS:270B,car_gate_next,u8[144],simulation,,car +07C,DS:26DE
global,DS:279B,car_node_gear,u8[16],simulation,,car +10C,DS:276E
global,DS:27AB,car_torque,u8[80],simulation,,car +11C; index 80 reads +16C,DS:277E
global,DS:2B71,road_record_curve,u8,simulation,,record table DS:2B70 +1 (curve) / +3 (object),DS:2B41
global,DS:636C,fill_left_mask,u8[8],platform,,FF 7F 3F 1F 0F 07 03 01; written by const; read by 0x4941,
global,DS:6374,fill_right_mask,u8[8],platform,,80 C0 E0 F0 F8 FC FE FF; written by const; read by 0x4941,
global,DS:637C,pal_default,u8[17],platform,,Identity 200-line palette; written by const; read by 0x4D96,
global,DS:63A8,joy_dir_map,u8[16],platform,,Joystick bits → direction; written by const; read by 0x5C24,DS:6366
global,DS:63B8,ext_scan_dir_map,u8[12],platform,,[scan−0x46] → direction; written by const; read by 0x5C24,DS:6376
global,DS:63C4,digit_dir_map,u8[10],platform,,'0'..'9' → direction \| fire; written by const; read by 0x5C24,DS:6382
global,DS:63F0,kbd_shift_btn,u8,platform,,"Shift flags \| buttons; write-only; written by 0x680E, 0x68F4; read by –",DS:63AE
global,DS:63F2,joy_menu_scan,u16[16],platform,,"Joystick bits → menu scan codes; written by const; read by 0x680E, 0x68F4",DS:63B0
global,DS:6420,joy_menu_last,u16,platform,,Edge detector for joystick menu codes; written by 0x68F4; read by 0x68F4,DS:63DE
global,DS:6422,input_mode,u16,platform,,getkey dispatch index (0/2/4); written by 0x8AFD; read by 0x67E8,DS:63E0
global,DS:6424,modal_pause,u8,platform,isr_busy,"1 in pause/calibration: song frozen, speaker off, sim skipped; written by 0x5C24, 0x6846; read by 0x6A1F, 0x3B1F | platform: ISR skips sim while set (pause, calibration)",DS:63E2
global,DS:6426,old_int8,far ptr,platform,,"Saved BIOS INT 8; written by 0x69CF; read by 0x694A, 0x6A1F",DS:63E4
global,DS:642A,tick_count,u16,platform,g_timerTicks,"100.04 Hz tick counter | ++ per 100.04 Hz tick; written by 0x6A1F; read by 0x9A01, 0x9A05",DS:63E8
global,DS:642C,snd_ptr,seg (642C) : off (642E),platform,,"Current bytecode position; written by 0x8A0E, 0x8A3E, ISR; read by ISR",DS:63EA
global,DS:6430,snd_loop_ptr,seg (6430) : off (6432),platform,,Background loop stream; written by 0x8A0E; read by ISR,DS:63EE
global,DS:6434,chain_reload,u16,platform,,"BIOS chain period (5 menu, 0x7D00 drive); written by 0x698C, 0x699E, 0x69B6; read by ISR",DS:63F2
global,DS:6436,chain_count,s16,platform,,"Countdown to BIOS INT 8 call; written by 0x699E, 0x69B6, ISR; read by ISR",DS:63F4
global,DS:6438,note_left,u16,platform,,Remaining ticks of current event; written by ISR; read by ISR,DS:63F6
global,DS:643A,note_cut,u16,platform,,Speaker off when note_left equals it; written by ISR; read by ISR,DS:63F8
global,DS:643C,snd_shift,u8,platform,,"Articulation shift (cut = dur >> shift), init 3; written by ISR (FE); read by ISR",DS:63FA
global,DS:643D,snd_playing,u8,platform,,"0 idle, 1 one-shot, 2 loop; written by 0x69CF, 0x8A0E, 0x8A3E, 0x5C24, 0x6846, ISR; read by ISR, 0x8A0E",DS:63FB
global,DS:643E,snd_flags,u8,platform,,"bit0 one-shot, bit1 loop set, bit2 sound enabled (init 4); written by 0x89F0–0x8A3E, 0x5C24, 0x6846, ISR; read by ISR, 0x5C24",DS:63FC
global,DS:643F,chain_enable,u8,platform,,"1 = chain BIOS INT 8; written by 0x698C, 0x699E, 0x69B6; read by ISR",DS:63FD
global,DS:6440,loop_cnt,s16[3],platform,,Loop counters FD/FC/FB; written by ISR; read by ISR,DS:63FE
global,DS:6446,loop_start,u16[3],platform,,Loop body offsets; written by ISR; read by ISR,DS:6404
global,DS:644C,loop_end,u16[3],platform,,Loop end-opcode offsets; written by ISR; read by ISR,DS:640A
global,DS:6452,note_div,u16[0x5E],platform,,"PIT divisor per note (note_divisors.json); written by const, patched 64FC/64FE/6500; read by ISR",DS:6410
global,DS:64FC,note_div_engine,u16,platform,engine_tone_div,"Slot 0x55: engine divisor DS:2077[rpm_disp>>6]; written by 0x1FE4, 0x3B1F; read by ISR | note 0x55 divisor slot (DS:6452+0xAA); engine note in song 0xB05",DS:64BA
global,DS:64FE,note_div_skid,u16,platform,effect_tone_div,"Slot 0x56: 0xFFFF / 0x08E8 skid / 0x0474 grind; written by sim; read by ISR | note 0x56 slot: 0xFFFF off, 0x8E8 squeal, 0x474 grind",DS:64BC
global,DS:6500,note_div_beep,u16,platform,radar_beep_div,Slot 0x57: 0x0384 radar beep; written by 0x1FEA; read by ISR | note 0x57 slot = 900; radar beep song 0xB0F,DS:64BE
global,DS:650C,deadline_start,u16,platform,g_frameStart,"frame_start base tick | set_deadline start tick; written by 0x7894; read by 0x7864, 0x7881",DS:64CA
global,DS:650E,deadline_len,u16,platform,g_frameLen,"frame_start length | set_deadline length; written by 0x7894; read by 0x7864, 0x7881",DS:64CC
global,DS:6520,rand8_idx,u16,platform,rng_index,"rand8 index; written by 0x8BAF; read by 0x8BAF | RNG index, starts 0",DS:64EC
global,DS:6522,rand8_tab,u8[256],platform,rng_table,rand8 table; written by 0x8BAF; read by 0x8BAF | RNG state,DS:64EE
global,DS:6642,herc_crtc_gfx,u8[12],platform,,"6845 values, graphics; written by const; read by 0x8CEC",DS:661C
global,DS:664E,herc_crtc_text,u8[12],platform,,"6845 values, text; written by const; read by 0x8D3C",DS:6628
global,DS:66E8,joy_enabled,u8,platform,joystick_enabled,"0 keyboard only, 1 joystick; written by 0x5C24, 0x6846, 0x95F4; read by 0xA12F | Ctrl-J on / Ctrl-K off",DS:66C2
global,DS:66E9,joy_calibrated,u8,platform,,"Calibration screen shown; written by 0x95F4; read by 0x5C24, 0x6846",DS:66C3
global,DS:66EA,calib_sq_x,u16[9],platform,,Grid square x per direction; written by const; read by 0x95F4,DS:66C4
global,DS:66FC,calib_sq_y,u16[9],platform,,Grid square y per direction; written by const; read by 0x95F4,DS:66D6
global,DS:690E,text_fg,u16,platform,g_textFg,text foreground | Text foreground (init 3); written by 0x6C85; read by 0x4BE7,DS:68E8
global,DS:6910,text_bg,u16,platform,g_textBg,text background | Text background (init 0); written by 0x6C85; read by 0x4BE7,DS:68EA
global,DS:6912,text_margin_x,u16,platform,g_textLeft,x after CR/LF | x after CR/LF (0); written by const; read by 0x4BE7,DS:68EC
global,DS:6914,text_x,u16,platform,g_penX,"text pen x | Cursor x, pixels (drawn at x>>3 bytes); written by 0x4BD0, 0x74E3, 0x4BE7; read by 0x4BE7",DS:68EE
global,DS:6916,text_y,u16,platform,g_penY,"text pen y | Cursor y; written by 0x4BD0, 0x74E3, 0x4BE7; read by 0x4BE7",DS:68F0
global,DS:691A,text_glyph_h,u16,platform,g_glyphH,8 | 8; written by const; read by 0x4BE7,
global,DS:691C,text_font,far ptr,platform,g_glyphTable,0C9A:6E2C; glyphs DS:6B44+(c-0x20)*8 | Font pointer table DS:6E2C; written by const; read by 0x4BE7,DS:68F6
global,DS:6920,text_adv_x,u16,platform,g_advanceX,8 | 8; written by const; read by 0x4BE7,
global,DS:6922,text_adv_y,u16,platform,g_lineH,8 | 8; written by const; read by 0x4BE7,DS:68FC
